PPG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC,Labels
104.26297864648843,576.0948905109489,61.2375897645535,,,,,,,76.55591958515953,76.83879512153901,0.10629774846682077,0.13288769063245937,571.0,29.651999999999997,0.05192994746059544,40.0,0.7999066577266285,549.0,598.0,9.48905109489051,42.33576642335766,458.0,1125.0,7.2105263157894735,156.25,,,0.06642423689773558,0.0649836761790351,0.01509636159318728,0.14650427466995797,1.0221680397817388,0.4533945309607848,0.44356163890390965,-2.7336191763335047,54.333233088644036,67.72633883266953,0.8022467185607709,11560.404227945415,1.2464993335142562,4.769943130110041,337.683344865133,0.5255474452554745,0.5333333333333333,0.8611111111111112,0.06666666666666667,49.76122254059216,49.524370026168455,50.090987629119866,54.81481481481482,0.5581918777522675,0.4418081222477323,40.59365029711475,36.11463230695651,0.43749076013560134,0.5625092398643988,44.79628939066826,50.79517131091362,0.4847549356204621,0.5152450643795378,42.74664891904944,44.0704895319517,0.9195990552736868,2.256839089510564,1.2609825900969565,1.239079457028687,-1.314566178943684,-0.6877031733711227,-0.509705225848875,0.003045204981983034,0.2677927948189502,0.7064201620157958,0.4260413632231447,0.7332858603554837,0.8400568124550767,0.11555413948359394,-0.7592235525164677,-0.249388295794016,0.00045272157701289455,0.014372344078410065,0.7424853723519331,0.933630027950464,6.097603980581245,0.8007094155307346,1.2993846763333028,1.1746133467819013,1.317623729842294,1.068789948676378,1.8060415122047575,1.7537759275615648,0.9843986100456205,Relax
104.47954293964246,574.5942028985507,36.047745645855755,,,,,,,27.23016253761291,27.329971264637127,0.06273600649643218,0.04739024932769921,571.5,28.1694,0.04929028871391076,40.75,1.3238167637105784,551.0,598.6,5.797101449275362,41.30434782608695,468.0,684.0,6.9,148.4375,,,0.0546314655481611,0.021191623578069772,0.008959628270419552,0.08478271739665041,2.577974516530044,0.6443703059501071,0.24995216276126353,-3.8541492896243614,19.325208010858393,46.61929979475636,0.4145323523935049,2830.347736463463,2.4123569468728117,4.158809906175021,449.84956687290696,0.5,0.5073529411764706,0.855072463768116,0.045454545454545456,50.19400352733686,50.208495648881765,50.181553002362364,55.14705882352941,0.5608123406475493,0.43918765935245074,14.472209677211579,12.80710969827031,0.4607620557449722,0.5392379442550279,31.644927128068552,34.233867739602566,0.47543344301494184,0.5245665569850585,24.60534764926057,25.84550018123204,1.2210184203034413,1.1415683145880493,1.2701643670066627,1.6763179386658615,-1.12965480958988,-1.8414740623949841,-0.14421439657269658,0.0005243767752586031,0.07731314933259294,0.6369327322471768,1.5139406337118557,0.6099168408298801,1.300441259675359,-1.20530116811163,-2.018377589256138,-0.04388936826904374,0.0007106735697625052,0.15034797396656702,0.8234064012547653,1.6765242056504703,6.061838021914285,1.1411430364202513,1.4575889129332278,1.4316971655009494,1.6452324634155449,1.7277354546560666,1.7271525432853332,2.251584409690474,1.0302209357649519,Relax
103.60372708525556,579.3795620437957,33.37049845977496,,,,,,,27.849648851941932,27.94997086688455,0.05759695482191079,0.0480680553413045,574.0,28.1694,0.04907560975609756,39.0,1.1982376739176752,555.0,602.0,6.569343065693431,42.33576642335766,496.0,684.0,6.85,117.1875,,,0.04461117253348946,0.03686667726544515,0.009832201677039392,0.091310051475974,1.210067623189442,0.4885680361841412,0.4037526720171187,-3.3004471910725828,19.76361393394051,42.88761723875903,0.4608233146624766,2662.858888284847,2.170029093975932,4.132318262633179,372.26950871764325,0.49635036496350365,0.5037037037037037,0.8529411764705882,0.044444444444444446,50.90403337969403,50.871400892155485,50.93412317693622,54.81481481481482,0.5727043476612124,0.42729565233878786,14.957965795546556,12.920268315067352,0.44926022005667016,0.5507397799433298,28.746230327501703,31.82769162814862,0.470886206199004,0.529113793800996,22.913822234434388,24.289249553144444,1.205725802810552,1.0877889999982822,1.267706814879376,1.5789582365166077,-0.9414121598066476,-1.5499389078050871,-0.21386783499582798,0.00040367693690783035,0.06043946320868699,1.3315545647764027,0.5790284850035943,0.8223861178100014,1.0534730124000913,1.0228653802509715,1.9261154897451203,-0.10090582661290756,0.0018502781923724766,0.07222020074339848,0.7679361666083939,1.83258146374831,6.061438882461661,1.2031075415501935,1.537147535832456,1.3539948004593805,1.7863720734511244,1.7900240404913124,1.734192901228187,2.901006317464172,0.9843986100456205,Relax
102.69234496245261,584.0962962962963,36.57539219937934,,,,,,,27.45049818757883,27.51938238202963,0.0626187709651657,0.04699652841772846,578.0,29.651999999999997,0.051301038062283734,40.0,1.3324126924563235,557.0,607.2,5.9259259259259265,43.7037037037037,496.0,722.0,7.105263157894737,125.0,,,0.049077026857979954,0.031199687678037213,0.005971546443523545,0.08624826097954072,1.5729973762694862,0.5690204799563634,0.3617428029701168,-3.467347194536124,19.459141896398755,46.4490787561307,0.41893493730121373,2839.557468066399,2.3870055012408793,4.160220772490536,443.4968260738193,0.48148148148148145,0.4887218045112782,0.8153846153846154,0.046511627906976744,53.2229658330398,53.02135995826504,53.448067410540524,51.8796992481203,0.5847602824517444,0.41523971754825534,14.898781299506558,12.554842099778712,0.5468137278391078,0.45318627216089225,34.34763264653115,31.26910694075193,0.5524912113028756,0.4475087886971241,26.473888575647315,23.82625766903561,1.170780478828929,1.299865021887804,1.2191648240322461,1.6934704503005893,-0.9737811145500146,-1.6139130411511777,-0.1351116321450781,0.001523204266844603,0.13274586329199317,0.7236422741697551,0.7425708741615681,1.011626961963806,1.0761764908819085,0.7501486396752775,-0.21234891958746127,-0.4130729050058893,0.0026459861463293943,0.10447031955756188,0.8260604211775542,1.6766901394432676,6.108902334084917,1.1576834125508642,1.328246537352467,1.3888884638148868,1.6119242583658655,1.7103134427665772,1.7225809300080461,2.271600158725879,0.9959962692145613,Relax
102.13073392350138,587.4477611940298,37.08141158553199,,,,,,,33.84073711847608,33.956402227289374,0.06312290902285737,0.05760637686267175,581.5,32.6172,0.05609148753224419,44.75,1.0957625259671604,557.6,622.4,9.701492537313433,45.52238805970149,509.0,691.0,7.444444444444445,101.5625,,,0.057083236008739706,0.02903769974874557,0.005582928449297902,0.09170386420678318,1.9658318841596847,0.622473616597253,0.31664641397518883,-3.5391603019167404,24.0108022796143,46.23573102013752,0.5193126992878436,3487.661062267328,1.925622079666729,4.249504382684674,356.1301780876348,0.5,0.5075757575757576,0.8208955223880597,0.075,51.906712890009466,51.89911106344197,51.915199404276905,52.27272727272727,0.5824727038756229,0.41752729612437706,18.33164592785499,15.520514283887746,0.4557995289793516,0.5442004710206485,31.215095255134543,34.108073108567474,0.48272067888387,0.5172793211161301,25.597181624266426,26.497613239834898,1.119909393771691,1.4961364403253725,1.2047924148921645,1.6719591604923885,-1.5309771070639115,-2.0055899224340763,-0.18775124179274263,0.0007230181052369549,0.12564265454537904,1.2676092883624974,0.5873340431305658,0.8236008476478109,0.9739422667972145,0.9932274400342735,1.720339089520054,-0.24402740500437448,0.0013997829262980186,0.05903590671768599,0.7888092103933473,1.6179125394250728,6.1761012727997,1.1486814590314147,1.4271664446206003,1.412723679906086,1.6848764467563981,1.742597415994445,1.751241441029196,2.595503337661182,1.0019081687962512,Relax
101.6324880248339,590.6641791044776,36.29307273114846,,,,,,,29.575187730990116,29.685146220440938,0.06144451282990175,0.05007107046144203,586.0,37.065,0.06325085324232081,50.25,1.227145979976961,559.6,623.0,8.955223880597014,44.776119402985074,509.0,684.0,7.052631578947368,62.5,,,0.058243624497564914,0.02297875788648264,0.005958919849488495,0.08718130223353605,2.534672447714286,0.6680747248021758,0.26357438232487646,-3.773185059959608,20.990568192987993,46.96293980088341,0.4469602687136963,3096.915406090934,2.2373353293300378,4.197899452493369,420.28737754286493,0.48507462686567165,0.49242424242424243,0.7846153846153846,0.07317073170731707,50.72895957587805,50.71816557781999,50.7374940444783,53.78787878787878,0.5682517578695825,0.4317482421304176,15.824199917540948,13.79325153394905,0.44668549510408484,0.5533145048959154,31.387462024988437,34.93343587984594,0.4669295236667534,0.5330704763332466,24.855362353025495,26.557472867820984,1.1579769459659295,0.8431723667315909,1.2498485873122829,1.3596399473158294,0.1774883578433588,-0.20452766417290302,-0.36978776305355765,0.00021434983423404604,0.03863585921388808,0.9522149890474583,0.6106703806143039,0.5255213911162624,0.8308565814234143,1.0,-1.4519973258974765,0.0,0.00160140844156657,0.06786249435396127,0.789811997467535,1.6524039483175437,6.136958642218831,1.2105395748016843,1.2058584514331208,1.395673253069216,1.6429427519645818,1.7687256316952942,1.7367001797711838,3.1345765313198086,0.949176159912238,Relax
101.39032607465968,591.9774436090225,35.63907163140883,,,,,,,28.000811676547066,28.099514180871846,0.060203428384252786,0.04730047061563461,589.0,34.099799999999995,0.0578943972835314,45.0,1.2727870907134962,561.0,623.0,6.7669172932330826,45.11278195488722,509.0,684.0,7.823529411764706,54.6875,,,0.05239788809520173,0.008731178082077008,0.006792897454328283,0.06792196363160703,6.001239191623167,0.7714424803646095,0.12854719762568836,-4.740854971834499,19.869357025342033,46.15920262576069,0.43045277853767067,2881.3232538017505,2.3231351959143782,4.166562094193983,428.93627294099224,0.48120300751879697,0.48854961832061067,0.796875,0.075,51.536312849162,51.59784662109619,51.4759498857445,51.908396946564885,0.5683034765300405,0.4316965234699596,14.98294195471372,13.058587885267375,0.45398011202379285,0.546019887976207,31.101168906732674,34.10849277937853,0.47186018577376454,0.5281398142262355,24.410768699320343,25.825529977506456,1.1962621993941212,1.2639740190561968,1.340258063914317,1.5732153709247014,-0.6336486443421734,-1.0310142350264666,-0.31569454474678793,0.00023864628835220574,0.08082794706215132,1.584022444348411,1.1345070315666115,0.7037585585077588,1.2324025830614715,1.0,2.4476814577119663,-0.034031954104575504,0.0027383062002047597,0.21405207874787432,0.842301616108065,1.7643604950399405,6.19709472506948,1.1754905955121666,1.2502965794582135,1.4353790239734476,1.7082174563291341,1.7782704315956064,1.7281608216452762,2.499814993305639,0.9018030180715806,Relax
101.23059666179444,592.781954887218,35.05436002490311,,,,,,,27.247880095467423,27.346935916146997,0.05913533591212727,0.04596610924273424,590.0,35.5824,0.06030915254237288,47.0,1.2864986157486162,561.0,623.0,5.263157894736842,45.11278195488722,509.0,684.0,7.823529411764706,148.4375,,,0.03307733053136122,0.015624823651565046,0.0030714056510873318,0.0517735598340136,2.1169730467996715,0.6388846090052023,0.30179156507024707,-4.1588943697232,19.33720383098149,45.663338670057996,0.42347328062678713,2774.030357813674,2.3614240750204827,4.150081319459987,431.32202912515487,0.5112781954887218,0.5153846153846153,0.8208955223880597,0.1,51.19685602000714,51.203577446273044,51.18804684284884,52.307692307692314,0.5624419660622636,0.43755803393773657,14.50467152965575,12.793426269971262,0.43987667008763875,0.5601233299123611,30.285386891097858,34.17507628891167,0.458519513179074,0.5414804868209258,23.744369388622307,25.80317417565253,1.2152212847990085,0.9235040575021571,1.2382838406756225,1.5883034521961674,-0.7692682422103605,-1.5233697427761408,-0.12098746759461058,0.0004095885606191022,0.05326206358494236,1.101930155773515,1.129258331587931,1.1495517686153713,1.4118358292783728,-1.5687626257554683,-2.007146241790271,-0.26773776794350934,0.0007729088423652141,0.05370816930142714,0.835529885664831,1.892107443062337,6.184992165111307,1.1888421005585537,1.110484861903755,1.522219939871167,1.718127926012053,1.8578931222100457,1.713716486601644,2.7775248085661675,0.9018030180715806,Relax
101.51446196939577,591.2537313432836,34.513522808445465,,,,,,,26.339027334020056,26.438569352727882,0.05837345454046161,0.0445477566360212,588.0,31.875899999999998,0.05421071428571428,44.0,1.31035677099082,561.0,617.0,4.477611940298507,43.28358208955223,509.0,684.0,7.882352941176471,101.5625,,,0.05038938895377949,0.01905304867503626,0.0042377491465496716,0.07368018677536542,2.6446890370778733,0.6838933390248533,0.25859121032259036,-3.960528154778757,18.694891674184714,45.063449863016686,0.41485708997010246,2646.654565946219,2.410468626851881,4.129667372043986,434.49612845005765,0.5223880597014925,0.5303030303030303,0.8285714285714286,0.06976744186046512,49.89193083573487,49.87849783340861,49.905113453948594,52.27272727272727,0.530400572246066,0.46959942775393426,13.615248804190102,12.811127975318955,0.45711354671492976,0.5428864532850702,30.467476325704254,33.2031233455419,0.4678746841154655,0.5321253158845344,23.59705610513046,25.16517832143525,1.223979925041579,0.7409815277038847,1.2503860905503246,1.3300480604978762,0.06132471175456544,-0.20361364802518978,-0.39249128761090174,0.00020890630991067353,0.023179185956076338,1.242323965761662,1.189658246576296,0.3042058964735981,0.899035019761746,1.6232824447846745,-0.5868031529322328,0.0,0.00040971208560916105,0.08427251649174394,0.7416967879234493,1.7737409637253767,6.184647892409601,1.1674245832760912,1.463129290824936,1.2825204391973106,1.5677805304266106,1.8868266863771528,1.6902353491233932,2.720087385537961,0.8437121421442116,Relax
100.97365626131804,594.2406015037594,35.29661121512681,,,,,,,27.116471568089942,27.213955102146446,0.05939784512503309,0.04563214209778022,594.0,34.099799999999995,0.0574070707070707,46.0,1.3016668162926872,565.4,623.0,5.263157894736842,45.11278195488722,509.0,684.0,7.0,101.5625,,,0.05720172462925842,0.020623756852386474,0.005992173785936771,0.08381765526758167,2.773584126242224,0.6824543641389889,0.24605504397070826,-3.8813116224016184,19.243172195633992,46.023723126735945,0.4181142004232012,2782.3277493197193,2.391691071453286,4.151378397133667,440.2981107090099,0.5112781954887218,0.5190839694656488,0.7941176470588235,0.07142857142857142,51.298245614035075,51.29577792397697,51.29830929232651,51.908396946564885,0.5479703276323925,0.4520296723676078,14.247806848775006,12.940556992153605,0.4619246360607634,0.5380753639392367,31.280040811427,33.76006719901354,0.4747333596845646,0.5252666403154352,24.304741853849617,25.56560338178121,1.1835729979373468,0.4900075078781452,1.21541904297007,1.366215143914551,0.3292497520044062,-0.45882132676035425,-0.19225757050648942,0.00016064293751044226,0.016988690863423122,0.974414961919646,1.2592619781722831,0.6599831775253815,1.289614166611523,0.8651707089168585,-4.079704143267072,0.0,0.008343088832964307,0.3232701433247225,0.8119643051417005,1.742969305058623,6.220743198962163,1.1770669021615336,1.1322069820322296,1.4842858088445139,1.8872584308487714,1.8580056582298856,1.7030972468152512,2.874921476922866,0.9018030180715806,Relax
