Subject_id,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_HTI,HRV_SD1,HRV_SD2,HRV_S,HRV_CVI,HRV_CSI_Modified,HRV_SD1d,HRV_SD1a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_SampEn,HRV_ShanEn,Labels
1,102.91381946700908,113.10926971982325,114.02012775900698,0.1031708723183786,0.1133917882430729,97.85160000000016,0.0965958538993091,121.0,909.8,52.54237288135594,86.4406779661017,782.0,11.8,80.62440553015034,119.72783021204268,30325.747189288133,5.188781620116629,711.1868041953173,55.02654861638679,59.0013380758169,83.16388998991061,86.13083494910383,0.4770789516944282,0.5229210483055717,70.5129550185125,73.82302697589218,1.421385680931161,5.814846439192349,Relax
1,85.21949031073851,90.660571836462,91.47158915956706,0.0830741371547423,0.0883782424866318,68.19959999999999,0.0662132038834951,79.0,962.8,57.89473684210527,82.45614035087719,800.0,9.5,64.68018098063975,102.06261685720318,20738.999372045768,5.023757908413924,644.2021405511053,43.56019868057204,47.821543262425145,65.90093001043857,77.9348778372016,0.4273920551752095,0.5726079448247904,55.85885554382417,64.65580091337334,1.475906519809578,5.69253913697176,Relax
1,94.95546978946422,128.389040664349,129.48092882459997,0.0967978556418473,0.1308801257239617,79.31909999999999,0.0792002995506739,116.75,901.4,55.00000000000001,76.66666666666667,779.0,15.0,91.55684280620731,99.21083259654807,28536.438857165664,5.162369885286336,430.01872947209023,63.17101856236684,66.28270175335446,69.79668023682036,70.50682755889204,0.4862165565641256,0.5137834434358745,66.56633592998733,68.42736763950326,2.70805020110221,5.873557262275184,Relax
1,95.15060538387569,138.00712541990964,139.16493892496305,0.0999188646459126,0.1449230430996314,105.2646,0.1089695652173912,142.0,856.0,50.81967213114754,80.32786885245902,768.0,15.25,98.4044720172531,92.42032757544492,28571.44541678504,5.162902321666027,347.2003568152867,70.15273893199763,69.01436843764823,60.32044548963309,70.02114541397296,0.46965909719681,0.5303409028031899,65.42156725319569,69.51957945763266,2.995732273553992,5.897950452316984,Relax
1,70.74162763312935,97.62461019706572,98.4123048997676,0.0751048625023112,0.1036459461141749,75.6126,0.0798443505807814,93.5,878.4,53.96825396825397,88.88888888888889,792.0,12.6,69.58800814682375,72.25464052735055,15796.105405158276,4.905520133021098,300.0938360943697,48.98669943271821,49.43384385249427,49.50894795069672,52.62696220144052,0.4819920226488434,0.5180079773511566,49.248515959855446,51.05537223732991,1.6094379124341007,5.774821391719543,Relax
1,73.2323096677295,114.39541719583802,115.34363484111576,0.0773769696041041,0.1208697466920356,74.13,0.0775824175824175,94.24999999999989,886.8,67.74193548387096,88.70967741935483,781.0,12.4,81.56026636285787,65.11792161799234,16685.108639989234,4.929299148737693,207.9612490220128,55.50037537410594,59.76551402495143,51.45279666713616,39.91182069233795,0.5258347103301045,0.4741652896698953,53.51486686677041,50.817664732079145,1.504077396776274,5.748472318416495,Relax
1,93.0287602326009,129.12303460078735,130.1238487874844,0.0989517279483674,0.1373440574693073,105.2646,0.1109216016859852,143.0,852.2,71.42857142857143,85.71428571428571,774.0,15.75,92.01145587172311,92.74002331737606,26807.664271169768,5.135229085886761,373.8974388970892,61.871363115503534,68.15405644447044,73.81495894934534,56.143243228494704,0.5433318490768423,0.4566681509231578,68.10548340061918,62.43812605311749,2.833213344056216,5.9137878600078535,Relax
1,108.57895065154278,167.9264223799618,169.32298808426845,0.1130142987022508,0.1747860588536612,127.5036,0.1311765432098765,171.0,857.0,75.40983606557377,90.1639344262295,725.0,20.33333333333333,119.72943308515518,94.871285833524,35684.99051376926,5.25945569560516,300.69668397426534,84.02622673701953,85.31243675107856,77.71091980064172,54.42034380123342,0.5612619683063147,0.4387380316936856,80.93019781244448,71.55342648626697,2.9444389791664407,5.799589796579279,Relax
1,103.6453986609848,135.68916090497711,136.79608821693057,0.1110543074585785,0.1453886616156191,126.021,0.1319591623036649,158.5,823.2,57.14285714285714,82.53968253968253,745.0,15.75,96.72944161798478,109.2652616744152,33204.019757986985,5.228160773576526,493.7027324495024,62.691084941541256,73.66489254348113,91.81736523133998,59.23232943885579,0.580430175898785,0.4195698241012149,78.61488627853132,66.83930447048266,1.5755363607584192,5.67958329648145,Relax
1,97.76126976151964,115.0586806807726,115.96439998332272,0.1082775151992566,0.1274356202268001,130.4688,0.1467590551181102,170.0,800.4,50.76923076923077,78.46153846153847,744.0,13.0,81.99921360443666,110.52227204978924,28471.435501144133,5.161379474351775,595.867793463166,55.897440098128,59.998280398638514,85.88022929337195,69.56837525460456,0.5543938907017261,0.4456061092982737,72.45666840604096,64.95980482713571,1.83258146374831,5.764600312995171,Relax
1,84.37854542322312,105.9642900661858,106.73833029350868,0.0935586317776481,0.1174928288483345,83.76689999999999,0.0943852394366197,121.25,835.0,50.0,71.21212121212122,744.0,13.2,75.47539716306947,91.42116717528992,21677.14293888541,5.042972151313268,442.9432700902349,53.50102218649657,53.287692059236335,64.64845144632841,64.64060282271525,0.500846244130628,0.499153755869372,59.337094845502335,59.23675235140775,2.4849066497880004,5.851138248113551,Relax
1,85.62498630185159,75.2038026983909,75.74538092712696,0.0982004160515062,0.0862487111834746,88.2147,0.1016298387096774,109.5,799.8,38.23529411764706,70.58823529411765,698.0,13.6,53.56007249712965,108.91961836827528,18327.24307153985,4.970067249835748,885.9945636650514,37.47868080858123,38.28837943815329,76.6902380109008,77.34397623165047,0.4945009822288688,0.505499017771131,60.35745240365985,61.024956613348415,1.8191584434161696,5.910992253015046,Relax
1,102.67598432287458,111.65429601310385,112.48750979615409,0.1162435104703041,0.1264082094099012,106.7472,0.1219967999999999,127.5,793.2,47.76119402985074,77.61194029850746,698.0,13.4,79.54068097564874,121.81666122107002,30440.085615528784,5.190415979555051,746.2495301287136,56.83660792130368,55.66721172771689,88.88951177478744,83.29437944716842,0.525862750297563,0.4741372497024368,74.6047763335568,70.84063843948378,3.4011973816621555,5.946686205383145,Relax
1,101.238531763108,56.81006054145168,57.09826486711352,0.1625510929655933,0.0912156396545018,78.5778,0.1316211055276381,108.5,539.8,29.47368421052631,70.52631578947368,479.0,15.833333333333334,40.37457028152157,137.26629313932938,17410.918856720116,4.947791801462409,1866.7230487736813,27.10364416239485,29.940532458040348,103.83652248872568,89.77756863304258,0.5625256149934722,0.4374743850065281,75.88356518190666,66.91953120551443,0.9604619501872924,6.3303304767292286,Stress
1,101.92594613351422,75.6407142156843,76.07430762164086,0.1478782537195867,0.1097425842254681,114.9015,0.1742251705837756,167.75,597.0,39.53488372093023,68.6046511627907,532.0,14.333333333333334,53.79265879333371,133.6347021302677,22583.545930118016,5.060762243165363,1327.930912064043,37.99334214857976,38.09621278515003,95.80443761391416,93.16514019163502,0.5118276484703191,0.4881723515296807,72.87655423432635,71.17255361267586,1.0340737675305385,6.1704508012137245,Stress
1,115.4149637596838,98.8257726169309,99.49083528801188,0.1483859260354908,0.1270576475375424,123.7971,0.1597381935483871,158.25,678.0,46.05263157894737,73.68421052631578,569.0,19.0,70.35064429806704,148.08825162810948,32729.43872373606,5.221908667629271,1246.9043028151953,48.64126820892906,50.82601483279781,109.38243082402664,99.82792243304122,0.5331404742056338,0.4668595257943664,84.64776767861615,79.2114192559415,1.5141277326297755,6.09003277660148,Stress
1,155.21662978074812,114.03694576758885,114.746829194216,0.2127802564394976,0.1563286781724355,182.3598,0.2546924581005586,245.0,587.0,49.38271604938272,82.71604938271605,400.0,20.25,81.13826104288462,204.51234062607185,52130.8837722633,5.424065197523833,2061.927230422066,53.51286370844379,60.99911806791383,148.03924505863856,141.1016633169956,0.5118640489473377,0.4881359510526621,111.30868038884056,108.6981411889966,1.1913940221190764,6.182382255944334,Stress
1,131.71145307234457,124.1062762961324,124.80989982084982,0.1969617460595497,0.1855889393522125,128.9862,0.1961767300380228,169.5,559.4,46.590909090909086,80.68181818181817,346.0,17.6,88.25392652253656,164.64275072069128,45648.50120986322,5.366396632752773,1228.601896050645,58.48737689291556,66.10566770198741,118.6149211650588,114.18290520862828,0.5011831295561544,0.4988168704438457,93.51543396361656,93.29441340243308,1.211940973975113,6.254886164091841,Stress
1,104.69118485358028,99.65617362299471,100.24076338624774,0.1518568688527029,0.1445534741955092,94.1451,0.140096875,113.0,615.0,41.86046511627907,75.5813953488372,346.0,9.555555555555555,70.88092354173196,130.74223148025646,29113.5478835762,5.1710652433418725,964.6336553373465,45.575813343315794,54.29214404277938,101.32811470966288,82.62048330663757,0.5581138193418617,0.4418861806581383,78.56380080074842,69.90629859527782,0.9416085398584448,5.988943353836553,Stress
1,133.75894959230033,105.0229924700702,105.68927230661473,0.1745904380018837,0.1370824928837029,143.8122,0.1940785425101214,210.0,646.0,57.14285714285714,77.92207792207793,511.0,11.0,74.73360114667885,174.04533665262713,40862.80488104814,5.318298283872343,1621.320463392254,47.66668997668428,57.58761440911868,136.01003545665853,108.59580777177726,0.5788938773503568,0.4211061226496434,101.90888842062512,86.91772776291995,0.7316134613877411,5.997242547160313,Stress
1,114.06249827113425,134.13058907413006,135.0955087047106,0.1321675024697474,0.155420977371404,133.434,0.1541698440207972,178.75,754.0,72.05882352941177,88.23529411764706,599.0,17.0,95.52695031294712,129.53776937696804,38875.16095487758,5.2966423101103945,702.6303525942794,62.80127387243033,72.02640509079313,100.68661154780862,81.49993834464692,0.5434502345077343,0.4565497654922657,83.91005227319106,76.9091768922418,1.5686159179138452,5.881580488309163,Stress
1,126.47718965531134,184.5541042385792,185.8734214862476,0.1505117689958144,0.2196250942963609,149.0013,0.1796278481012658,205.5,731.4,80.0,94.28571428571428,565.0,11.666666666666666,131.432356775271,120.02987248953934,49561.16573654435,5.402111622899764,438.4664672638902,87.59259806224563,98.02085612406228,97.25118586624087,70.35180976680657,0.5405960238223386,0.4594039761776614,92.5479777944506,85.31548913520643,inf,5.986425874087824,Stress
1,132.86100429419872,213.20043731331376,214.76369755099904,0.1559772909160464,0.2502948612416825,160.1208,0.1915320574162679,240.0,726.4,88.40579710144928,95.65217391304348,565.0,13.8,151.86086689100813,111.08756156520832,52998.207508893385,5.431231291219921,325.04611852007395,102.7241633275408,111.86675843069308,87.84278402448453,68.00067374174843,0.515962228670274,0.4840377713297258,95.57355396896024,92.56960427462882,2.0149030205422647,5.9056259060535305,Stress
1,146.87725758262297,201.71881140151365,203.1370472359942,0.1780390340743603,0.2445158830416678,157.1556,0.193660628465804,208.75,702.6,75.0,88.88888888888889,454.0,18.0,143.63958361078352,148.20889874091895,66880.3120059752,5.532268400441754,611.6942729524013,96.26095484967634,106.62886234840116,108.21817597186782,101.26551266506196,0.4924055573004515,0.5075944426995481,102.41422029984308,103.9817732610675,0.9903987040278768,6.086591668108979,Stress
1,141.0385545653169,207.97033962121176,209.38347688499024,0.1788618801555422,0.2637432443623754,118.608,0.1544374999999999,208.0,690.4,74.66666666666667,89.33333333333333,454.0,18.75,148.05647637379332,132.71578344108082,61730.50887941432,5.49746996707811,475.85839149411305,97.6957115476136,111.2547674828869,102.234120111137,84.62661436853936,0.505779357696191,0.4942206423038094,99.9906679888001,98.8415073416849,1.871802176901592,6.14881869049588,Stress
1,124.47991194538172,181.55979272221407,182.80074101461668,0.1531350450288652,0.2233546489504824,115.6428,0.1458295081967213,168.0,713.8,82.1917808219178,87.67123287671232,540.0,14.6,129.2596435773613,119.41072016357806,48490.44216851009,5.392626254284956,441.2489372663465,83.38114590815927,98.80133716378596,96.77918646808632,69.94790316056462,0.526865510372425,0.4731344896275749,90.32891681621771,85.59910449856307,1.7227665977411033,6.080235517784125,Stress
2,149.05286946160024,200.22855361863483,201.2902908413868,0.243252336942636,0.3267703853425293,37.065,0.0633589743589743,57.25,558.0,32.29166666666667,53.125,478.0,10.666666666666666,142.333729640957,156.91170654420878,70163.7912806426,5.553083157933468,691.9311034067371,98.8177454130109,102.44043417123676,107.34817077879184,114.44498189550838,0.4743415124105941,0.5256584875894061,103.17116016131467,108.6086931010928,0.5226321363529796,6.181265755906956,Relax
